Trigram,Frekuensi
konfigurasi pada raspberry,1
pada raspberry pi,1
raspberry pi menggunakan,1
pi menggunakan ip,1
menggunakan ip static,1
ip static pada,1
static pada interface,1
interface eth0 yaitu,1
eth0 yaitu 1034856,1
yaitu 1034856 kemudian,1
1034856 kemudian raspberry,1
kemudian raspberry pi,1
raspberry pi dapat,1
pi dapat digunakan,1
digunakan sebagai access,1
sebagai access point,1
access point selanjutnya,1
point selanjutnya konfigurasi,1
selanjutnya konfigurasi sensor,1
konfigurasi sensor dilakukan,1
sensor dilakukan dengan,1
dilakukan dengan menghubungkan,1
dengan menghubungkan sensor,1
menghubungkan sensor ke,1
sensor ke access,1
ke access point,1
access point dari,1
point dari raspberry,1
dari raspberry pi,1
raspberry pi untuk,1
pi untuk mendapatkan,1
untuk mendapatkan ip,1
mendapatkan ip gambar,1
ip gambar 4,1
gambar 4 rancangan,2
4 rancangan iot,1
rancangan iot app,1
iot app gambar,1
app gambar 5,1
gambar 5 sequence,1
5 sequence diagram,1
sequence diagram iot,1
diagram iot app,1
iot app 412,1
app 412 konfigurasi,1
412 konfigurasi pada,1
konfigurasi pada internet,1
gateway device ialah,1
device ialah sistem,1
ialah sistem yang,1
sistem yang terhubung,1
yang terhubung secara,1
terhubung secara langsung,1
langsung dengan middleware,1
dengan middleware oleh,1
middleware oleh karena,1
karena itu igd,1
itu igd harus,1
igd harus sudah,1
harus sudah terkoneksi,1
sudah terkoneksi dengan,3
terkoneksi dengan middleware,1
dengan middleware dengan,1
middleware dengan ip,1
dengan ip 10341556,1
ip 10341556 proses,1
10341556 proses subscribe,1
proses subscribe data,1
subscribe data bisa,1
data bisa berjalan,1
bisa berjalan gambar,1
berjalan gambar 6,1
gambar 6 menunjukkan,1
6 menunjukkan pengaturan,1
menunjukkan pengaturan koneksi,1
pengaturan koneksi pada,2
koneksi pada internet,2
gateway device mqttc,1
device mqttc mqttclientserver,1
mqttc mqttclientserver clean_sessionfalse,1
mqttclientserver clean_sessionfalse mqttcconnect10341556,1
clean_sessionfalse mqttcconnect10341556 1883,1
mqttcconnect10341556 1883 gambar,1
1883 gambar 6,1
gambar 6 pengaturan,1
6 pengaturan koneksi,1
gateway device middleware,1
device middleware yang,1
telah dikembangkan pada,1
dikembangkan pada penelitian,1
penelitian sebelumnya menggunakan,1
menggunakan metode publishsubscribe,1
metode publishsubscribe dalam,1
publishsubscribe dalam pertukaran,1
dalam pertukaran pesan,1
pertukaran pesan sehingga,1
pesan sehingga pada,1
pada penelitian saat,1
saat ini dibangunlah,1
ini dibangunlah internet,1
dibangunlah internet gateway,1
device untuk subscribe,2
untuk subscribe ke,2
subscribe ke middleware,3
ke middleware jurnal,1
middleware jurnal pengembangan,1
ilmu komputer 2553,1
komputer 2553 fakultas,1
2553 fakultas ilmu,1
universitas brawijaya 413,1
brawijaya 413 konfigurasi,1
413 konfigurasi pada,1
konfigurasi pada data,1
storage gridfs data,3
data storage disini,1
storage disini dikembangkan,1
disini dikembangkan di,1
dikembangkan di sebuah,1
di sebuah virtual,1
sebuah virtual private,1
virtual private server,1
private server vps,1
server vps dengan,1
vps dengan ip,1
dengan ip eksternal,1
ip eksternal 1034033,1
eksternal 1034033 gambar,1
1034033 gambar 7,1
gambar 7 menunjukkan,1
7 menunjukkan konfigurasi,1
menunjukkan konfigurasi ip,1
ip pada data,1
data storage gambar,1
storage gambar 7,1
gambar 7 konfigurasi,1
7 konfigurasi pada,1
konfigurasi pada vps,1
pada vps 42,1
vps 42 implementasi,1
42 implementasi internat,1
implementasi internat gateway,1
internat gateway device,1
device igd implementasi,1
igd implementasi internet,1
implementasi internet gateway,2
gateway device dilakukan,1
device dilakukan untuk,1
dilakukan untuk membuat,2
untuk membuat sebuah,2
membuat sebuah sistem,1
sebuah sistem yang,1
sistem yang dapat,2
dapat melakukan komunikasi,1
melakukan komunikasi yaitu,1
komunikasi yaitu subscribe,1
yaitu subscribe ke,1
ke middleware untuk,1
middleware untuk menerima,1
data sensor implementasi,1
sensor implementasi dilakukan,1
implementasi dilakukan pada,1
dilakukan pada setiap,1
pada setiap data,1
setiap data yang,1
data yang disubscribe,1
yang disubscribe berdasarkan,1
disubscribe berdasarkan topik,1
berdasarkan topik yang,1
ada yaitu gambar,1
yaitu gambar dan,1
gambar dan homeco,1
dan homeco gambar,1
homeco gambar 8,1
gambar 8 kode,2
8 kode implementasi,1
kode implementasi internet,1
subscribe ke topik,1
ke topik yang,1
ada pada middleware,1
pada middleware gambar,1
middleware gambar 8,1
8 kode program,1
program untuk subscribe,1
untuk subscribe gambar,1
subscribe gambar 9,1
gambar 9 kode,1
9 kode program,1
kode program subscribe,1
program subscribe topik,1
subscribe topik pada,1
topik pada middleware,1
pada middleware pada,1
middleware pada gambar,1
pada gambar 9,1
gambar 9 diatas,1
9 diatas menjelaskan,1
diatas menjelaskan bagaimana,1
menjelaskan bagaimana internet,1
bagaimana internet gateway,1
device akan menerima,1
akan menerima pesan,1
menerima pesan setiap,1
pesan setiap middleware,1
setiap middleware mengirimkan,1
middleware mengirimkan pesan,1
mengirimkan pesan pada,1
pesan pada setiap,1
pada setiap topik,1
setiap topik yang,2
topik yang di,1
yang di subscribe,1
di subscribe ke,1
ke middleware mqttsubscribe,1
middleware mqttsubscribe igd,1
mqttsubscribe igd kemudian,1
igd kemudian melakukan,1
kemudian melakukan post,1
melakukan post data,1
post data yang,1
data yang diterima,1
yang diterima dari,1
diterima dari middleware,1
dari middleware ke,1
middleware ke api,1
ke api web,1
web service 43,1
service 43 implementasi,1
43 implementasi api,1
implementasi api restfull,1
web service pembuatan,1
service pembuatan web,1
pembuatan web service,1
web service ditulis,1
service ditulis dengan,1
pemrograman python yang,2
python yang dilakukan,2
yang dilakukan ketika,1
dilakukan ketika menjalankan,1
ketika menjalankan internet,1
menjalankan internet gateway,1
gateway device 431,1
device 431 methods,1
431 methods get,1
methods get implementasi,1
get implementasi web,1
implementasi web service,2
web service get,2
service get yang,1
get yang dibuat,1
pada gambar 10,1
gambar 10 gambar,1
10 gambar 10,1
gambar 10 kode,1
10 kode program,1
kode program web,3
program web service,3
service get untuk,1
get untuk data,1
untuk data gambar,2
data gambar pada,1
gambar pada saat,1
pada saat websevice,1
saat websevice sudah,1
websevice sudah dijalankan,1
sudah dijalankan melalui,1
dijalankan melalui internet,1
melalui internet gateway,1
gateway device maka,1
device maka selanjutnya,1
maka selanjutnya kita,1
selanjutnya kita bisa,1
kita bisa menjalankannya,1
bisa menjalankannya dengan,1
menjalankannya dengan masuk,1
dengan masuk ke,1
masuk ke alamat,1
ke alamat http1270015000apigetdatanama,1
alamat http1270015000apigetdatanama data,1
http1270015000apigetdatanama data yang,1
akan diambil 432,1
diambil 432 methods,1
432 methods post,1
methods post implementasi,1
post implementasi web,1
web service post,3
service post yang,1
post yang dibuat,1
pada gambar 11,1
gambar 11 dan,1
dan gambar 12,1
gambar 12 gambar,1
12 gambar 11,1
gambar 11 kode,1
11 kode program,1
service post untuk,2
post untuk data,2
data gambar gambar,1
gambar gambar 12,1
gambar 12 kode,1
12 kode program,1
untuk data co,1
data co jurnal,1
co jurnal pengembangan,1
ilmu komputer 2554,1
komputer 2554 fakultas,1
2554 fakultas ilmu,1
universitas brawijaya 44,1
brawijaya 44 implementasi,1
44 implementasi data,1
implementasi data storage,5
data storage implementasi,1
storage implementasi data,1
data storage dilakukan,1
storage dilakukan untuk,1
membuat sebuah data,1
data sensor yang,3
sensor yang diterima,1
yang diterima dalam,1
diterima dalam pembuatan,1
dalam pembuatan sistem,1
sistem ini yang,1
ini yang digunakan,1
adalah data storage,1
mongodb gridfs 441,1
gridfs 441 instalasi,1
441 instalasi mongodb,1
instalasi mongodb perintah,1
mongodb perintah dalam,1
perintah dalam menginstall,1
dalam menginstall data,1
menginstall data storage,1
storage mongodb ditunjukkan,1
mongodb ditunjukkan dalam,1
ditunjukkan dalam gambar,1
dalam gambar 13,1
gambar 13 gambar,1
13 gambar 13,1
gambar 13 instalasi,1
13 instalasi mongodb,1
instalasi mongodb setelah,1
mongodb setelah data,1
setelah data storage,1
storage mongodb telah,1
mongodb telah terinstall,1
telah terinstall sekarang,1
terinstall sekarang saatnya,1
sekarang saatnya menjalankan,1
saatnya menjalankan data,1
menjalankan data storage,1
data storage tersebut,1
storage tersebut dengan,1
tersebut dengan perintah,1
dengan perintah gambar,1
perintah gambar 14,1
gambar 14 menunjukkan,1
14 menunjukkan perintah,1
menunjukkan perintah menjalankan,1
perintah menjalankan mongodb,2
menjalankan mongodb sudo,1
mongodb sudo service,1
sudo service mongod,1
service mongod start,1
mongod start sudo,1
start sudo service,1
sudo service mongo,1
service mongo start,1
mongo start gambar,1
start gambar 14,1
gambar 14 perintah,1
14 perintah menjalankan,1
menjalankan mongodb 442,1
mongodb 442 implementasi,1
442 implementasi mongodb,1
implementasi mongodb gridfs,1
mongodb gridfs pembuatan,1
gridfs pembuatan data,1
pembuatan data storage,1
storage gridfs ditulis,1
gridfs ditulis dengan,1
dilakukan oleh internet,1
device untuk implementasi,1
untuk implementasi data,1
storage yang digunakan,1
yang digunakan dapat,1
digunakan dapat dilihat,1
dilihat pada berikut,1
pada berikut 1,1
berikut 1 2,1
1 2 db,1
2 db clientdatagambar,1
db clientdatagambar fs,1
clientdatagambar fs gridfsgridfsdb,1
fs gridfsgridfsdb gambar,1
gridfsgridfsdb gambar 15,1
gambar 15 implementasi,1
15 implementasi data,1
gridfs data gambar,1
data gambar 1,1
gambar 1 db,1
1 db clientdataco,1
db clientdataco gambar,1
clientdataco gambar 16,1
gambar 16 menunjukkan,1
16 menunjukkan implementasi,1
menunjukkan implementasi data,1
gridfs data co,1
data co untuk,1
co untuk membuat,1
untuk membuat data,2
membuat data storage,2
data storage pada,1
storage pada gridfs,1
pada gridfs diperlukan,1
gridfs diperlukan untuk,1
diperlukan untuk terkoneksi,1
untuk terkoneksi terlebih,1
terkoneksi terlebih dahulu,1
terlebih dahulu dengan,1
dahulu dengan mongodb,1
dengan mongodb serta,1
mongodb serta nama,1
serta nama collection,1
nama collection yang,1
collection yang akan,1
akan dibuat untuk,1
dibuat untuk menyimpan,1
menyimpan data penjelasan,1
data penjelasan dari,1
penjelasan dari adalah,1
dari adalah sebagai,1
berikut 1 baris,1
1 baris 1,1
baris 1 pada,1
1 pada progam,1
pada progam adalah,1
progam adalah perintah,1
adalah perintah untuk,2
perintah untuk membuat,2
untuk membuat koneksi,1
membuat koneksi dengan,1
koneksi dengan data,1
mongodb gridfs dan,1
gridfs dan membuat,1
dan membuat collection,1
membuat collection untuk,1
collection untuk menyimpan,1
menyimpan data 2,1
data 2 baris,1
2 baris 2,1
baris 2 adalah,1
2 adalah perintah,1
storage gridfs dengan,1
gridfs dengan menggunakan,1
dengan menggunakan parameter,1
menggunakan parameter db,1
parameter db dimana,1
db dimana sudah,1
dimana sudah didefinisikan,1
sudah didefinisikan pada,1
didefinisikan pada kode,1
pada kode sebelumnya,1
kode sebelumnya gambar,1
sebelumnya gambar 16,1
gambar 16 pengalamatan,1
16 pengalamatan penyimpanan,1
pengalamatan penyimpanan pada,1
penyimpanan pada mongodb,1
pada mongodb gridfs,1
gridfs pada gambar,1
pada gambar 17,1
gambar 17 menjelaskan,1
17 menjelaskan penyimpanan,1
menjelaskan penyimpanan data,1
data pada data,1
storage yang berapa,1
yang berapa pada,1
berapa pada vps,1
pada vps di,1
vps di alamat,1
di alamat 1034033,1
alamat 1034033 45,1
1034033 45 implementasi,1
45 implementasi iot,1
implementasi iot application,1
iot application web,1
application web dikembangkan,1
web dikembangkan menggunakan,1
dikembangkan menggunakan php,1
menggunakan php untuk,1
php untuk web,1
untuk web yang,1
web yang ditampilkan,2
yang ditampilkan implementasi,1
ditampilkan implementasi web,1
implementasi web ini,1
web ini dimulai,1
ini dimulai dengan,1
dimulai dengan membuat,1
dengan membuat kode,1
membuat kode program,1
kode program dapat,1
program dapat terhubung,1
dapat terhubung dan,1
terhubung dan membaca,1
dan membaca data,1
membaca data dari,1
data dari data,1
data storage melalui,1
storage melalui protokol,1
melalui protokol websocket,2
protokol websocket sesuai,1
websocket sesuai dengan,1
sesuai dengan bagian,1
dengan bagian perancangan,1
bagian perancangan selanjutnya,1
perancangan selanjutnya membuat,1
selanjutnya membuat web,1
membuat web yang,1
yang ditampilkan pada,1
ditampilkan pada browser,1
pada browser menggunakan,1
browser menggunakan php,1
menggunakan php css,1
dan javascript hasil,1
javascript hasil akhir,1
hasil akhir implementasi,1
akhir implementasi dari,1
implementasi dari aplikasi,1
dari aplikasi web,1
aplikasi web ini,1
web ini dapat,1
pada gambar 18,1
gambar 18 gambar,1
18 gambar 17,1
gambar 17 tampilan,1
17 tampilan web,1
tampilan web 5,1
web 5 pengujian,1
5 pengujian dan,1
pengujian dan analisis,1
analisis hasil pengujian,3
hasil pengujian 51,1
pengujian 51 pengujian,1
51 pengujian fungsional,1
pengujian fungsional pengujian,1
fungsional pengujian fungsional,1
dilakukan untuk untuk,1
untuk untuk melihat,1
untuk melihat kesesuaian,1
melihat kesesuaian fungsi,1
kesesuaian fungsi fungsi,1
fungsi fungsi hasil,1
fungsi hasil implementasi,1
hasil implementasi dengan,1
implementasi dengan perancangan,1
dengan perancangan dari,1
perancangan dari hasil,1
hasil analisis pengujian,1
analisis pengujian fungsionalitas,1
pengujian fungsionalitas dapat,1
fungsionalitas dapat dilihat,1
dapat dilihat apakah,1
dilihat apakah fungsi,1
apakah fungsi yang,1
fungsi yang ada,1
ada pada sistem,1
pada sistem data,1
sistem data storage,2
data storage telah,1
storage telah berjalan,1
telah berjalan dengan,1
berjalan dengan benar,2
dengan benar tabel,1
benar tabel 1,1
1 menunjukkan analisis,1
menunjukkan analisis hasil,1
hasil pengujian fungsional,3
pengujian fungsional jurnal,1
fungsional jurnal pengembangan,1
ilmu komputer 2555,1
komputer 2555 fakultas,1
2555 fakultas ilmu,1
universitas brawijaya tabel,1
brawijaya tabel 1,1
tabel 1 analisis,1
1 analisis hasil,1
pengujian fungsional kode,1
fungsional kode fungsi,1
kode fungsi status,1
fungsi status dc_001,1
status dc_001 internet,1
dc_001 internet gateway,1
gateway device dapat,3
device dapat men,1
dapat men subscribe,1
men subscribe topik,1
subscribe topik dari,1
topik dari middleware,1
dari middleware yaitu,1
middleware yaitu topik,2
yaitu topik gambar,3
topik gambar homeco,5
gambar homeco valid,4
homeco valid dc_002,1
valid dc_002 internet,1
dc_002 internet gateway,1
device dapat mengambil,1
dapat mengambil data,1
mengambil data berdasarkan,1
data berdasarkan topik,4
berdasarkan topik di,1
topik di middleware,1
di middleware yaitu,1
homeco valid dc_003,1
valid dc_003 internet,1
dc_003 internet gateway,1
device dapat mengirim,1
dapat mengirim data,2
mengirim data berdasarkan,1
berdasarkan topik ke,1
topik ke api,1
ke api yaitu,1
api yaitu topik,1
homeco valid dc_00,1
valid dc_00 4,1
dc_00 4 api,1
4 api web,1
web service dapat,3
service dapat menerima,1
gateway device valid,1
device valid dc_005,1
valid dc_005 api,1
dc_005 api web,1
service dapat mengirim,1
mengirim data dari,1
device ke gridfs,2
ke gridfs valid,2
gridfs valid dc_006,1
valid dc_006 api,1
dc_006 api web,1
service dapat menyimpan,1
dapat menyimpan data,2
menyimpan data dari,1
gridfs valid dc_00,1
valid dc_00 7,1
dc_00 7 gridfs,1
7 gridfs dapat,1
gridfs dapat menyimpan,1
data sensor valid,2
sensor valid dc_00,1
valid dc_00 8,1
dc_00 8 gridfs,1
8 gridfs dapat,1
gridfs dapat menghapus,1
dapat menghapus data,1
menghapus data sensor,1
sensor valid dc_009,1
valid dc_009 iot,1
dc_009 iot app,1
iot app dapat,2
app dapat menerima,1
dapat menerima permintaan,1
menerima permintaan menampilkan,1
permintaan menampilkan data,1
menampilkan data berdasarkan,2
berdasarkan topik topik,2
topik topik gambar,2
homeco valid dc_010,1
valid dc_010 iot,1
dc_010 iot app,1
app dapat menampilkan,1
dapat menampilkan data,1
gambar homeco melalui,1
homeco melalui protokol,1
protokol websocket valid,1
websocket valid 52,1
valid 52 pengujian,1
52 pengujian skalabilitas,1
pengujian skalabilitas api,3
skalabilitas api web,3
web service dalam,1
service dalam pengujian,1
pengujian ini ada,1
ini ada sepuluh,1
ada sepuluh skenario,1
sepuluh skenario untuk,1
skenario untuk menguji,1
untuk menguji fungsi,1
menguji fungsi get,1
fungsi get dan,1
get dan get,1
dan get pada,1
get pada web,1
pada web service,1
web service tujuan,1
service tujuan dari,1
tujuan dari pengujian,1
dari pengujian ini,1
pengujian ini untuk,1
ini untuk mengetahui,1
mengetahui seberapa banyak,1
seberapa banyak request,1
banyak request yang,1
request yang bisa,1
bisa diambil get,1
diambil get dalam,1
get dalam sekali,1
dalam sekali proses,2
sekali proses dan,1
proses dan seberapa,1
dan seberapa banyak,1
seberapa banyak data,1
banyak data yang,1
data yang bisa,1
yang bisa dikirim,1
bisa dikirim post,1
dikirim post dalam,1
post dalam sekali,1
sekali proses 521,1
proses 521 pengujian,1
521 pengujian skalabilitas,1
pengujian skalabilitas get,4
skalabilitas get api,4
get api web,3
