Unigram,Frekuensi
juwana,2
djambatan,2
1770,1
2772,1
makroalgae,1
sebutan,4
seaweed,2
indonesia3,1
van,2
bosse,1
ekspedisi,1
siboga,1
18991900,1
8642,1
spesies,17
tropis,5
plasma,1
nutfah,1
642,1
biodiversitas,1
alga,3
rhodophyceae,1
chlorophyceae,1
phaeophyceae,1
1344,1
biologisnya,1
kestabilan,3
makroalga,1
kandungannya,1
1722715,1
00819,1
b6,1
b12,1
phospor,1
ferrum,1
permberdayaan,2
suprihartono,2
pengelolahan,3
lempeng,12
tektonik,1
berapi,1
logam,6
emas,6
perak,6
nikel,2
off,1
share5,1
esdm,2
ocean,6
thermal,3
conversion,1
otec,6
dunia6,1
gw,1
penguapan,1
240000,1
mw,2
barat7,1
exslporasi,1
ediar,1
pppgl,1
2492017,1
pembangkit,1
kumijima,1
hawai,1
pemabangkit,1
watt,1
cekungan,4
8448,1
barrel,1
batuan,4
didasar,1
500600,1
api,29
andesit,1
basalt,1
hidrotermal,4
silisifikasi,1
kloritifikasi,1
mineralmineral,1
sulfida,1
pirit,1
barit,1
markasit,1
bismarck,1
nugini,2
endapan,2
cerobong,1
chimney,1
deposit,4
gununggunung,2
timbel,1
kubik,1
surahman,1
direktur,1
tisda,1
bppt,3
lautnya,1
niugini,1
plumbum,1
eksploitasinya,1
ton,10
irian,1
subduksi,1
benua,1
eurasia,1
magma,2
mineralisasi,1
tercampur,1
bertumpuktumpuk,1
runcing,1
menjulang,1
puslit,1
geoteknologi,1
lipi,6
sangihe,1
talaud,1
potensinya,1
ditaksir,1
tranportasi,1
perhubungan,1
seluas,1
terpanjang,1
95181,1
17480,1
pulau8,1
antarpulau,1
lainsupaya,1
mengedepankan,1
pulaupulau,4
terluar,3
diperankan,1
peranannya,1
saing,2
pangsa,1
armada,4
niaga,1
berbendera,1
angkut,1
muatan,1
545,1
ekspor,3
asingnamun,1
sekadar,1
pelabuhan,2
kompetitifnya,1
cabotage,2
export,1
kapal,27
dibangunnya,1
kamar,1
kadin,1
usd,2
berstandar,1
perkapalan,2
terkemuka,1
lanjutnya,1
terwujudnya,1
kebanggaan,1
galangan,6
halangan,1
operasi9,1
diperuntukkan,1
600000,1
gt,2
kuantitas,1
koral,2
ikannya,1
heran,1
bappenas,1
tahunkebutuhan,1
penangkap,1
patroli,1
pesiar,1
docking,1
terkonsentrasi,1
incaran,1
turis,1
taman,17
bunaken,2
diujung,1
390,1
mamalia,1
kurakura,1
duyung,1
moluska,1
terindah,1
pembentuk,1
kerang,1
purba,1
disuakakan,1
napoleon,1
sabang,1
merauke,1
diver,1
rubiah,1
weh,2
karimunjawa,1
derawan,2
togean,1
takabonerate,1
selat,2
pantar,1
wakatobi,2
ampat,2
papua10,1
menyelam,3
deputi,3
pemasaraan,1
700,4
diving,5
snorkeling,1
pamor,1
sonegat,1
keraka,1
syahrir,1
hatta,1
penyelaman,4
bunakensulawesi,1
lembeh,2
kemenpar,3
travel,2
gatering,1
wonderful,2
sheraton,1
muscat,1
oman,3
festival,1
puluhan,1
buyers,1
dibalut,1
elegan,1
membludak,1
digelar,1
pemasaran,5
asisten,8
musthofa,1
taufik,1
abdul,4
latif,1
dinahkodai,1
rombongan,1
sofia,1
dewata,1
labuan,1
bajo,1
komodo,2
ntt,2
alor,2
teluk,1
cenderawasih,1
menakjubkan11,1
obyek,9
keesaan,1
khalifah,13
maqashid,4
keimanan,2
logika,4
disesain,1
diciptakan,5
aksiden,1
jagat,3
sesudah,1
pensiun,1
urusannya,1
sekalipun12,1
terhampar,3
diamanatkan,1
kepadanya,6
mendistribusikan,1
beralasan,1
dive,1
magazine,1
underwater,1
destinations,1
amapat,1
lembongan,1
mmerupakan,1
memeng,1
selam,2
yahya,1
award,1
periodic,1
kedahsyatan,1
silahkan,1
surah,6
luqman,1
almulk,1
nikmatnya,1
disyukurinya13,1
amanatkan,1
mengelolanya,1
aturanaturannya,1
khilafah,6
khalifahnya,1
wakilnya,1
memungkinkannya,1
mengemban,4
misinya,1
keklhalifahannya,1
bernalar,1
utuk,1
sejarahnya,1
firtrah,1
kemuliaannya,1
kedudukannyua,1
dimotivasi,1
hakekat,2
batiniahnya,1
sengsara,1
darinya,1
tidaklah,1
ditundukkan,3
ketundukan,1
swt14,1
mencukupi,1
seluruhnya,4
digunnakan,1
efesien,2
milih,1
khusunya,1
jutaan,1
berkedudukan,3
saudaranya,1
saba,1
robbani,2
berposisi,1
mentaatinya,1
husen,1
nasr,1
quraish,4
shihab,4
446,1
riel,1
dikaruniakan,1
tuhan15,1
terhormat,5
jagad,1
siasia,1
ajaranajaran,2
dikandung,1
persembahan,1
jenisnya,1
sebagi,1
aktualisasi,3
agamaagama,1
mahabijaksana,1
penyayang,1
menyerahkan,1
kepeda,1
amanatnya,1
perbuatannya,2
umar,4
chapra,3
alghazali,1
terpeliharanya,1
karenanya,2
terealisasi,2
mecakup,1
dharury,1
hajiyyat,1
tahsiniyat,1
insan,2
cobaan,1
sementara16,1
akherat,1
diganjar,1
menutut,1
emban,1
meloloskan,1
berakhir,1
kehancuran,1
surya,1
dikubur,1
reruntuhan,1
anggotaanggota,1
ras,2
berkulit,1
kekayaannya,1
keimanannya,1
kesehariannya,1
sesamanya,1
berjuang,1
efesiensi,2
pengeloan,1
memperkokoh,1
jurang,1
pemisah,1
sekiranya,1
melampui,1
pamer,1
munawar,2
distributive,2
justice,2
islamabad,2
irt,2
kecemburuan,1
kekejaman,1
perusakan,5
dikoreksi,1
titipan,2
peniadaan,1
revolusioner,1
kosep,2
perberdayaan,1
segelintir,2
nelayan,7
alquran,16
assunah,1
menhindari,1
murka,1
caracara,3
empunya,1
tamak,1
menyianyiakan,1
berbuat,2
disamakan,1
kordinasi,1
susi,1
menenggelamkan,1
fishing,1
kehancuran17,1
merefleksikan,3
arogansi,1
kemegahan,1
kecongkaan,1
kerendahan,1
moralgayagaya,1
menimbukan,1
pemborosan,3
senasip,1
diutusnya,1
rasulullah,2
saw,2
membebaskan,1
dikalungkan,1
memaksakan,1
bin,5
khattab,1
bertanyasejak,1
memperbudak,1
ibunya,1
sekehendaknya,1
memelihara,1
kemaslahatan,1
menegakkan,1
persaudaan,1
kosong,2
sosiekonomi,1
fukaha,1
asysyariah,1
penghapusan,1
ilustari,1
yazid,1
sufyan,1
exedisi,1
peperangan,1
beliau,1
wejangan,1
membunuh,2
membabi,1
binatang,1
210,1
intens,1
sakral,1
mengaktualisasikan,1
syariaah,1
kebutuhankebutuhan,1
menyertakan,1
kesombongan,1
dilarang,2
disandang,1
fuqaha,1
penghidupannya,1
jiwanya,2
efesiensinya,1
ubudiyah,1
penghidupan,2
dapatlah,1
usahanya,1
ádalah,1
ditaati,1
menceng,1
terkontrentarsi,1
mereduksi,1
kesenjangankesenjangan,1
bukannya,1
distribusí,1
merealisasikan,2
tujuantujuan,1
kelopok,1
6236,1
ardl,1
dijumlahkan,1
2822,1
hitungan,1
2888,1
perhiasan,2
mutiara,2
tiram,1
kebenarannya,1
modern18,1
parhatian,1
menundukkan,8
jelaskan,1
seperi,1
tur,2
tanahnya,1
apinya,1
bersumpah,1
sumpah,4
makhluknya,1
menimpakan,1
musuhmusuhnya,1
tiada,1
sesuatau,1
menolaknya,1
melimpahnya,2
dipilihnya,1
ditugasi,1
mengeksplorasinya,2
manusia19,1
mengilhami,1
geolog,1
oceoanologi,1
pendektesian,1
sumur,2
potensipotensi,2
sumursumur,1
disksplorasi,1
pengeboran,2
altakwir,1
diluapkan20,1
alinfithar,1
terpancar,1
membayangkan,1
alatteknologi,1
supra,1
syathi,1
abd,4
alhayy,2
alfarmawi,2
albidayah,2
fi,2
altafsir,4
kairo,2
maktabah,2
juhuriyah,2
1976,2
jafar,2
jarir,2
althabari,2
mukhtasar,2
jamiah,2
bayan,2
tawil,2
ayyat,2
quran,4
beirut,2
dar,4
alfikr,4
kiamat,1
penyebutan,2
aljastsiyah,1
untukmu,1
berlayar,7
padanya,2
seizinnya,1
karunianya,1
mudahmudahan,1
izinnya,1
nikmat,6
penundukan,3
kemahakuasaannya,1
komoditi,1
mengangkut,3
hembusan,1
angin,2
ribuan,2
500000,1
kayu,5
mengambang,1
terlaksana,2
hukumhukum,2
dianugrahkan,1
bendabenda,3
bernyawa,1
mutlak,1
hukumhukumnya21,1
tersedianya,2
membangkang,1
21qs,1
fushhilat,1
mengantarkan,2
teknologi22,1
ditundukkannya,1
hambatanhal,1
kemahadsayatan,1
tandatandanya23,1
enegi,1
atom,1
listrikdengan,1
menyadarinya,1
penundukkan,1
wahbah,3
zuhayli,1
insirasi,1
mengapung,1
air24,1
dipersiapkan,1
dimudahkan,1
kehendaknya,1
penguasan,1
kreteria,1
kepemilikannya,1
tanker,2
menyedot,1
sedot,1
ratusan,1
ribu,1
perangkap,1
sarden,1
santap,1
perahu,1
rabu,1
tafsir,2
almisbah,2
keserasian,2
lentera,2
xiv,2
97100,1
alzuhayli,2
almunir,2
damascus,2
juz,1
taquyudin,1
annabhani,3
iin,1
assyari,1
aktegori,1
transfortasi,1
pengeloalaan,1
moraletis,1
ishlah,1
ifsad,2
islah,1
perbaikan26,1
hewani,1
terkadung,1
dialokasikan,1
menjadin,1
usul,1
fiqh,1
mafsadah,1
hukumnya,1
haram,1
mengahalangi,1
dimilik,1
perora,1
ngan,2
hadistdari,1
ibn,1
abbas,1
bersabda,1
berserikat,1
hr,1
taqiyudin,2
gusti,2
bimantara,2
158159,1
pengelola,3
destruktif,1
peledak27,1
kimia28,1
kecil29,1
penebangan,2
bakau30,1
dibiarkan,1
kepunahan,2
biodata,1
diperparah,1
eskploitasi,2
penambangan,1
sebagianya,1
melarang,1
mengelurakan,1
haq,1
pembororosan,1
eksploitatif,2
berlebihlebihan,1
meraih,1
berlipat,1
pukat,1
harimau,1
overfishing,1
habisnya,1
diadakan,2
menghalalkan,1
peledak,2
mamuju,2
polmas,3
kabn,1
wajo,1
sinjai,1
sebagimana,1
dikehendaki,2
keapada,1
ihsan,1
eutrofikasi,1
invasi,2
memerikan,1
savana,1
pentinya,1
memusnahkan,1
organisme,3
padaekosistem,1
lamun,2
estuaria,1
mangrrove,1
pertokoan,1
introduksi,1
peruntukan,1
sepertinya,1
radiasi,1
ultraviolet,1
nino,1
keniscayaan,1
persaudaran,1
eksplotasi,1
transpotrasi,1
chapraumar,1
qardhawiyusuf,1
_______________,1
syathiaisyah,1
2548964x,1
25492557,1
httpjptiikubacid,1
brawijaya,10
2549,1
mongodb,41
gridfs,41
sensor,51
gabreil,1
arganata1,1
eko,1
pramukantoro2,1
widhi,1
yahya3,1
1gabreilarganata13gmailcom,1
2ekosaktiubacid,1
3widhiyahyaubacid,1
heterogen,3
temperature,17
kelembapan,2
nosql,12
middleware,36
dibungkus,1
response,13
skalabilitas,12
resulted,1
iots,1
heterogeneous,2
variety,3
sensors,3
keep,1
getting,1
bigger,1
everyday,1
humidity,1
along,1
choosing,1
store,5
storing,2
furthermore,1
connect,1
wrapped,1
inside,1
include,1
few,1
functional,4
scalability,1
retrieving,1
diidentifikasikan,1
direpresentasikan,1
modul,1
2550,1
berdedabeda,1
eventbased,2
coap,4
mqtt,6
websocket,7
publish,5
subscribe,15
interoperabilitas,2
menghubungan,1
multiprotokol,1
anwari,2
redis,1
broker,2
harapannya,1
horizontal,5
jiang,4
relasional,5
performanya,1
membengkaknya,1
membesar,1
atzori,1
iera,1
morabito,1
fixed,1
heterogenitas,1
massive,1
menajemen,1
iotmdb,2
master,2
stanby,1
reception,1
slave,1
tingli,1
ye,1
shuo,1
wei,1
iotoriented,2
hdfs,1
digabung,1
subsistem,1
diunggulkan,1
semantik,1
json,4
fleksibel,2
2551,1
misal,1
metadata,3
potongan,1
chunks,5
apps,3
pesandata,1
igd,5
app,10
homeco,7
restfull,5
dht1122,2
2552,1
tadi,2
chunk,1
chunknya,1
dibuatlah,1
css,3
javascript,2
browser,6
alamat,11
eth0,2
static,2
raspberry,4
411,2
multiprotocol,1
1034856,1
sequence,1
10341556,1
mqttc,1
mqttclientserver,1
clean_sessionfalse,1
mqttcconnect10341556,1
1883,1
publishsubscribe,1
dibangunlah,1
2553,1
vps,3
1034033,2
internat,1
disubscribe,1
mqttsubscribe,1
431,4
websevice,1
http1270015000apigetdatanama,1
432,3
2554,1
menginstall,1
terinstall,1
sudo,2
mongod,1
mongo,2
442,1
clientdatagambar,1
fs,1
gridfsgridfsdb,1
clientdataco,1
baris,6
pengalamatan,1
berapa,1
2555,1
dc_001,1
dc_002,1
dc_003,1
dc_00,3
dc_005,1
dc_006,1
dc_009,1
dc_010,1
521,1
522,1
409,2
472,2
20050,1
request100,1
request150,1
request200,1
request250,1
request300,1
bson,1
transmission,1
proccesingquery,1
serverstatus,2
mengoperasikan,1
databasenya,1
misalkan,1
dbserverstatusopcounters,1
angkaangka,1
berjalannya,3
melacak,1
utilisasi,1
pengaksesan,1
16mb,1
17366,1
44333,1
0111,1
0117,1
0173,1
0186,1
0047,1
0081,1
0185,1
2557,1
amron,1
jptiik,1
chodorow,1
dirolf,1
1st,3
drvparthasarathy,1
suresh,1
art,1
historytechnology,1
deployment,1
idrees,1
developers,1
ideas,1
solutions,2
lampkin,1
leong,1
olivera,1
subrahmanyam,1
smarter,1
ibm,1
websphere,2
mq,2
telemetry,1
usa,6
mell,1
grance,1
nist,1
institute,3
standards,1
department,1
ngu,1
gutierrez,1
purbo,1
source,4
seguin,1
little,1
book,1
fransisco,1
git,1
inc,2
skvorc,1
horvat,1
srbljic,1
fullduplex,1
streams,1
solace,1
topics,1
2016fromhttpdocssolacecomfeatures,1
mqtttopicshtm,1
tiwari,1
indianapolis,1
wiley,2
sons,2
bisantara,1
jbi,7
26866455,13
26865319,13
pematangsiantar,5
jimmi,1
sitorus1,1
sakban2,1
12manajemen,1
amik,1
parbina,1
1jimmisitorusamikparbinanusantaraacid,1
2sibanggormadinagmailcom,1
informasisistem,1
frameworks,2
codeigniter,4
furniture,17
diharuskan,1
pesanannya,1
customer,13
kuncisistem,1
highly,1
expected,1
agencies,1
webbased,4
sales,9
whose,2
currently,1
object,1
conducts,1
conventionally,1
consumers,2
required,2
send,1
businesses,1
certainly,1
less,1
competitive,3
websites,1
expand,1
reach,1
sold,2
produce,1
convenience,1
fluency,1
easier,1
indicate,2
onlinebased,1
assist,1
accessing,1
keywordsinformatioan,1
dibidang,1
dibantu,1
produkproduk,1
terkomputerisasi,1
komputerisasi,1
lemari,1
ditokoh,1
pencatatan,1
nota,2
memperlambat,1
dipenjualan,1
mendaptkan,1
peroses,1
pelaporan,2
terissn,1
analisia,1
merancangnya,1
defenisi,1
deddy,2
acbar,1
rianto,2
sisfo,2
vol9,2
berto,1
nadeak,1
jurikom,1
membolehkan,1
20185,1
mesinmesin,1
romney,2
20151,1
acounting,1
mulyadi,1
20161,1
sutabri,1
terorganisasi,1
irviani,1
201713,1
diorganisasi,1
mahatmyo,1
faizal,1
kepengguna,1
henry,1
clucas,1
fauzi,1
prosedurprosedur,2
diorganisasikan,1
dieksekusi,1
mulyanto,1
kuswara,1
kusmana,1
201718,1
brainware,1
madcoms,1
186,1
ditempatkan,1
deserver,1
keklien,1
kehalaman,1
skripskrip,2
asp,1
avtive,1
page,2
cold,2
fusion,1
perl,2
rasmus,1
leedorf,2
cikalbakal,1
phpfi,1
menempelkan,1
tag,2
hyper,1
markup,1
uniform,1
resource,2
locator,1
mencarikan,1
berkas,1
isinya,1
kemesin,1
wb,1
priyanto,1
hidayatullah,1
2015180,1
dbms,1
beriteraksi,1
procedural,1
perintahperintah,2
query,4
commands,2
transactional,1
mempopulasikan,1
mengontrol,1
sercara,1
kebasis,3
keharusan,1
pemrogram,1
mengoreksi,1
sintakssintaks,1
structured,1
operasioperasi,1
pemutusan,1
dikalangan,3
developer,1
developerdeveloper,1
perusahaanperusahaan,1
aplikasiaplikasi,1
disukai,1
localhost,6
standart,1
loopbeck,1
http,1
terinstal,1
dikomputer,1
phpmyadmin,2
default,2
127001,1
purchase,1
purchasing,1
planner,1
ppc,3
mengecek,2
persediaan,1
delivery,1
dipesan,1
pengantaran,1
rangkap,5
ditandatangani,1
diserahkan,1
faktur,1
penagihan,1
arsip,1
diarsip,1
inputoutput,1
luarnya,1
shipping,1
list,4
daftardaftar,1
pemesanan,5
pesanan,1
xampp,1
tipedata,6
width,6
id_petugas,1
int,15
id,9
varchar,17
id_brg,2
nama_brg,1
id_jenis_brg,1
id_pelanggan,2
no_telp,1
id_transaksi,2
date,1
diskon,1
diskom,1
bayar,2
id_jenis,1
nama_jenis,1
id_detail_pelanggan,1
jumlah_beli,1
subtotal,1
layout,1
beranda,4
berupan,1
baju,1
firniture,1
pengarsipan,1
ackbar,1
assegaf,1
erik,1
minimarket,1
19788126,1
marshall,1
steinbart,1
alihbahasa,1
kikin,1
sakinah,1
safira,1
puspasari,1
sapto,1
disposisi,1
2532,1
jatmiko,1
nurbo,1
mall,1
puri,1
snati,1
b1b6,1
jogiyanto,1
hm,2
junianto,1
erfian,1
yusa,1
primaesha,1
laboraturium,1
sucufindo,1
persero,1
442452,1
mcleod,1
schell,1
gp,1
prenhallindo,1
mujiati,1
hanik,1
sukadi,1
arjowinangun,1
nore,1
viktor,1
nicolas,1
richness,1
widyatama,1
rahmayanti,1
dina,1
ringgo,1
afrinando,1
gudang,1
vi,1
ophir,1
420426,1
rosmiati,1
mia,1
eservice,1
konveksi,1
tjhin,1
honorer,1
bpn,1
xv,1
6780,1
yusri,1
perputakaan,1
frater,1
jupiter,1
6677,1
ria,12
vinata,12
legality,11
vol24,11
2016februari,11
213223,11
dukuh,3
kupang,3
xx,1
no53,1
pakis,1
riatrivinatagmailcom,1
maritime,6
marine,7
realistic,1
geographically,1
located,2
advantage,1
close,1
hand,1
tropics,1
thousands,1
wealth,1
potential,15
preservation,1
grow,1
participating,1
convention,4
exploitation,24
dispute,1
joint,41
transformed,1
directed,1
includes,3
derived,1
komparatif,1
konvensi,9
bersengketa,1
eksploitation,1
konﬂik,3
pertiga,2
mahluk,1
214,1
laut1,1
gi,2
berjutajuta,1
microscopic,1
bakteri,73
dilaut,1
hakiki,1
memanfaatkan3,1
semaksimal,1
transboundary,1
digolongkan,1
landas,32
kontinen,28
lain4,1
batasnya,2
persengketaan,4
alamnya5,1
perbatasan,8
masingmasing6,1
prager,2
ej,2
sa,3
earle,2
mcgrawhill,2
monteral,1
nybakken,2
penerjemah,2
eidmen,2
koebiono,2
dietrich,2
hutomo,2
sukardjopt,1
mubarak,2
djamali,2
ok,2
sumadiharga,2
dirjen,4
puslitbangkan,2
lapan,2
lstilah,2
kontinennya,3
keduaduanya,1
harry,3
httpswwwchicagoboothedu,1
media0abf9e91ccdb42c4bba92737dce91eeapdf,1
marsetio,4
tangguh,3
laksamana,2
tni,2
civitas,2
215,1
bercirikan,1
liberalisasi,1
sengit,1
segenap,2
tinggi7,1
lingkungan8,1
berdaulat,3
teliti,1
seoptimal,2
terhambat,2
snmber,1
optimalnya,1
memadainya,1
prasarana,1
tumpuan,1
berkeadilan,1
laut9,1
portugis,1
spanyol,1
membagibagi,1
berlanjut10,1
doug,2
bandow,2
sea,24
treaty,2
impeding,2
entrepreneurship,2
investment,2
advancing,3
liberty,4
ecology,2
munculah,1
daratannya,2
ordonansi,2
1939,2
belanda,1
berjarak,1
teritorial,5
diklaim,1
butcher,2
jg,3
becoming,2
archipelagic,7
djuanda,3
declaration,2
1957,4
struggle,2
gain,2
cribb,1
ford,1
truman,2
memproklamasikan,1
proklamasi,1
latin,1
mendeklarasikan,1
djuanda11,1
sporadis,1
1958,3
dilakukanlah,1
195812,1
penyempurnaan,1
disepakti,1
negera,1
uni,1
eropa13,1
pembuangan,3
rejim,1
zona,13
rezim,1
kontinental,1
memacu,1
redistribusi,1
wewenang,1
praktiknya,1
batasbatas,4
rumit14,1
tawanan,1
kesemuanya,1
dalamnya15,1
waters,1
edge,1
rspas,1
iseas,2
2848,1
arsana,2
indonesias,2
agreements,2
boundaries,2
timor,9
melbourne,2
wwwugmacid,2
hoel,1
draper,2
1977,2
doctrine,2
territorial,2
grab,2
justifiable,2
necessity,2
lawyer,2
217,1
wilayahnya,1
unreported,1
unregulated,1
fishing16,1
dibawa,1
lain17,1
pengelolan,2
teroptimalkan,2
zee,4
kedepan,1
terkelola,1
optimal18,1
baik19,1
konsensus,1
lain20,1
unclos,3
pemanfaatkan,1
yuridiksi,1
zeenya,2
nasionalnya,1
diberdayakannya,1
kemaritiman21,1
araf,1
konsepsi,1
8796,1
sihotang,2
japanton,2
arafura,2
astim,2
riyanto,2
aktualisasinya,2
yapemdo,2
strahan,2
optimalisasi,2
rirdtl,2
nkri,2
crawfurd,2
dictionary,2
indian,2
adjacent,4
oxford,2
kuala,2
poros,1
diamanahkan,2
perannya,1
alinea,2
ke4,2
tumpah,1
mencerdaskan,1
perdamaian,3
abadi,1
25a,1
keiv,1
hakhaknya,1
218,1
global22,1
lingkungan23,1
mangrove,1
reklamasi,1
wilayahnya24,1
perjanjianperjanjian,5
putusanputusan,2
penting25,1
sendirisendiri,2
kemungkinannya,2
mengaturnya,1
acapkali,1
regul,1
diundangkannya,1
adiyanto,2
eidman,2
adrianto,2
nipa,2
darsono,2
oseana,2
xxiv,2
bulletin,4
affair,3
agreement26,1
ketentuanketentuan,2
sepakati,2
penting27,1
sperjanjian,1
sudan,4
saudi,4
arabia,4
relating,2
reseources,2
seabed,4
subsoil,2
red,4
concerning,2
southern,2
continental,2
shelf,2
memorandum,2
kingdom,2
malaysia,2
gulf,2
220,1
agreement28,1
setempat29,1
pending,1
provided,1
paragraph,1
concerned,1
shall,2
every,1
effort,1
enter,1
provisional,1
arrangements,2
transitional,1
jeopardized,1
reaching,1
final,2
prejudice,1
delimitation,1
berbatasan,1
harrison,2
evolution,2
lawmaking,2
wake,2
edinburgh,2
ini30,1
diakomodasikan,1
ditransformasikan,1
kawasan31,1
kedaulatan,1
yurisdiksi,1
berlakunya,1
isyarat,1
mengekploitasi,1
peraiaran,1
yield,1
msy,1
allowable,1
catch,1
tac32,1
perbagai,1
mencantumkan,1
agreement33,1
menuntaskan,1
etty,2
agoes,2
oratio,2
dies,4
natalis,2
katolik,2
parahyangan,2
mimbar,2
berdirinya,1
lorosae,1
merdeka,1
ataukah,1
facto,1
jure,1
httpswwwchicagoboothedumedia0abf9e91ccdb42c4bba92737dce91,1
eeapdf,1
monteral2000,1
sukardjo,1
madaniyah,14
printed,14
20863462,14
lukman,14
riska,15
rihadatul,15
aisy,14
25486993,14
stit,24
pemalang,27
lukman1,1
agustina2,1
aisy3,1
lukmanstitpemalangacid,1
analitis,3
plagiasi,2
plagiarism,9
wanarata,1
roudlotut,1
tholibin,1
hidayatul,1
tutoring,2
siswa4,1
personalisasi,1
siswa5,1
canggih6,1
luckin,2
holmes,2
unleashed,2
argument,2
maufidhoh,2
maghfirah,2
puzzle,2
maker,2
abuya,2
dasar2023,1
3043,1
fulton,2
classcraft,2
terjemahan,1
merekomendasikan,1
grafis7,1
depan8,1
plagiarisme,10
kritisnya,2
mengesampingkan,1
menyalin,1
proposal,2
essay,1
berdiskusi,1
penyusutan,2
straight,2
littman,2
strength,2
storms,2
hundred,2
year,2
ai100,1
panel,2
stanford,2
univ,2
terperangkap,1
dilandasi,1
adil9,1
manusia10,1
terobosannya,1
chatgpt,11
mahasiswa11,1
merampingkan,1
pembelajaran12,1
bertransformasi,1
bertemu,1
bozkurt,2
landscape,2
century,2
sustainability,2
switzerland,3
mipa,2
makassar2018,1
khare,2
stewart,2
student,2
iafor,2
6378,1
hasni,2
uki,2
didik13,1
pembelajaran14,1
konkrit,1
pecandu,1
siswamahasiswa,1
skeptis,1
luh,2
putu,2
ary,2
tjahyanti,2
sainskomteks11,1
aidah,2
novianti,2
kholiq,2
50tarling,2
6980,1
over,2
benteng,1
ada15,1
dilepaskan,1
cipta,3
copy,1
paste,1
disadarihal,1
melewatkan,1
berkarya,1
plasticity,1
sebelumnya16,1
berkuliah,2
pekan,1
yohannes,2
maryoto,2
jamun,2
massio,2
4852,1
raimi,2
lhuman,1
reinventing,2
retooling,2
reskilling,2
asean,2
chairmanship,2
2023tac,1
2229,2
diwawancarai,1
pemilahan,1
pendidikannya,1
memudahkannya,1
regular,1
scispace,4
pelengkap,2
dangkal,1
paragraf,1
macammacam,1
diperinci,1
251,1
rifai,1
252,1
menyaring,1
meriset,1
menjiplak,1
sebatas,1
dituangkan,1
bahawa,1
mendesak,1
berpikiran,1
toraj,1
komteks11,1
tac,1
jaur,6
20856601,1
25024590,1
1031289jaurv6i15697,1
urbanism,6
httpojsumaacidindexphpjaur,1
biophilic,42
aquaculture,7
dwiyanti1,1
rijal2,1
emailirmadwiiyantigmailcom,1
kampar,24
pencaharian,2
tawar,4
karamba,3
kolam,5
bawal,2
baung,3
terampil,1
komersil,4
megambil,2
bentukan,15
regencies,1
quit,1
spacious,1
pisciculture,2
livelihoods,1
freshwater,2
fish,4
farming,1
ponds,1
quite,1
catfish,1
carp,1
tilapia,1
pomfret,1
daily,1
always,1
fulfielld,1
occurrence,1
failures,1
skilled,1
adequate,1
functions,2
communitys,1
commercial,1
fisheries,1
designing,1
architectural,1
takes,1
river,1
formations,1
ofarchitecture,1
single,1
dwiyanti,6
rijal,6
fishery,1
919,5
3544,1
no45,1
terakait,1
praproduksi,1
8640631,1
9782712,1
5956333,1
sumbangkan,1
2563686,1
1503965,1
1016852,1
akuatik,1
diperlukannya,1
pedagang,1
bio,1
philia,1
modernnya,1
melupakan,1
digagas,1
ketenangan,1
bioklimatik,1
fisiologis,2
karllert,1
kabutuhan,1
amjad,1
almusaed,2
arsitektu,1
vol6,4
terrapin,2
space,8
analogues,2
nonvisual,1
alamstimulus,1
berirama,1
analogies,1
analogi,2
browning,2
transformasikan,1
biomorphic,3
spacial,1
prospect,2
refuge,1
mysteri,1
implementasikan,1
melalu,2
disertasi,1
askpek,1
tapak,10
bangunankonsep,1
zoning,2
bangkinang,4
belimbing,1
20000,2
m2,13
kontur,1
relative,1
httpsearthgooglecom,1
luasan,1
6725,1
9153,1
komesil,1
3774,1
52987,1
42671,1
sirkulasi,5
1353512,1
1064,1
parkir,1
32773,1
9078592,1
p1,1
connecti,3
pencahyaan,2
skylight,3
kaca,4
pencahayaan,3
matahari,1
penghawaan,4
vegetasi,7
mendingikan,1
skin,4
lansekap,4
conectivitas,1
p2,1
colours,1
abuabu,1
beton,1
teksture,1
peletakan,1
interior,3
mngeluarkan,1
bau,1
harum,1
mancur,3
mengalir,4
p3,1
rytmic,1
sensory,1
stimuli,1
bukaan,1
pemandangan,1
dengn,1
ialam,1
rileks,1
p4,1
airflow,1
variabili,1
ty,2
cross,2
ventilation,2
p5,1
mendinginkan,1
p6dyna,1
mic,1
diffuse,1
lighting,1
kisikisi,2
gelap,1
terang,1
kontras,1
p8,1
biomorp,1
hic,1
organik,4
plafond,1
p9,1
dekorasi,1
rotan,1
p10,1
complexi,1
geometri,2
peggunaan,1
fasad,3
p11,1
biophilc,1
garden,1
pupuk,2
ternak,21
menghubungk,1
atap,1
memaksimal,1
secoundary,1
pemanfaata,1
pendingan,1
mobilitas,3
betujuan,1
memajukkan,1
kenaikanan,1
harton,1
hunt,1
penulis2021,7
membudidayakan,1
vertikal,4
keseimbangannya,2
hulu,2
hilir,2
penzoningan,1
mejadi,1
privat,2
merileksasikan,1
sirkuasi,1
selebar,1
pedestrian,1
mengelilingi,1
darurat,1
pengarah,1
peneduh,1
hiasan,1
ketapang,1
pucuk,1
cemara,1
palem,1
buffer,1
kebisingan,1
retail,1
pendeketan,1
terinspirasi,1
bioclimatic,2
httpsdoiorg101007978184996,1
5347,1
httpsriaubpsgoidindicator562501,1
produksiperikanantangkaphtml,1
clancy,1
bright,1
greenllc,1
