ngram,frequency
diolah sehingga,1
sehingga memberikan,2
nilai arti,1
manfaat menurut,1
menurut mulyani,1
mulyani 2016,1
jurnal metode,1
sistem menyatakan,1
sudah diolah,1
diolah yang,1
untuk seseorang,1
seseorang organisasi,1
organisasi ataupun,1
ataupun siapa,1
membutuhkan menurut,1
menurut anggraeni,1
anggraeni dan,1
dan irviani,1
irviani 201713,1
201713 dalam,1
jurnal pengantar,1
pengantar sistem,1
informasi menyatakan,1
adalah sekumpulan,1
sekumpulan data,1
atau fakta,1
yang diorganisasi,1
diorganisasi atau,1
atau diolah,1
sehingga mempunyai,1
bagi penerima,2
penerima berdasarkan,1
yang diolah,1
diolah dari,1
penerima 34,1
34 pengertian,1
menurut mahatmyo,1
mahatmyo dalam,1
dalam faizal,1
faizal dan,1
dan putri,1
2017 menyatakan,2
serangkaian prosedur,1
prosedur formal,1
formal dimana,2
dimana data,2
dikumpulkan diproses,1
diproses menjadi,2
menjadi informasi,3
dan distribusikan,1
distribusikan kepengguna,1
kepengguna menurut,1
menurut henry,1
henry clucas,1
clucas dalam,1
dalam fauzi,1
fauzi 2017,1
kegiatan dari,1
dari prosedurprosedur,1
prosedurprosedur yang,1
yang diorganisasikan,1
diorganisasikan bilamana,1
bilamana dieksekusi,1
dieksekusi akan,1
akan menyampaikan,1
menyampaikan informasi,1
mendukung pengambilan,2
dan pengendalian,2
pengendalian didalam,2
didalam organisasi,2
organisasi issn,1
26865319 4,1
4 menurut,1
menurut mulyanto,1
mulyanto dalam,1
dalam kuswara,1
kuswara dan,1
dan kusmana,1
kusmana 201718,1
201718 menyatakan,1
kumpulan komponen,1
sistem yaitu,2
yaitu software,1
software hardware,1
hardware dan,4
dan brainware,1
brainware yang,1
yang memproses,2
memproses informasi,1
informasi menjadi,1
sebuah output,1
organisasi berdasarkan,1
pendapat para,1
serangkaian prosedurprosedur,1
prosedurprosedur formal,1
dikumpulkan dan,1
dan diproses,2
organisasi 35,1
35 bahasa,1
pemrograman php,2
php menurut,1
menurut madcoms,1
madcoms 2016,1
2016 186,1
186 menyatakan,1
bahwa php,1
php adalah,1
sebuah aplikasi,2
aplikasi open,1
source yang,1
memudahkan manajemen,1
manajemen mysql,1
mysql php,1
php merupakan,1
merupakan bahasa,2
bahasa berbentuk,1
berbentuk skrip,1
skrip yang,1
yang ditempatkan,1
ditempatkan pada,1
server dan,1
diproses deserver,1
deserver hasilnya,1
dikirimkan keklien,1
keklien tempat,1
tempat pemakai,1
pemakai menggunakan,1
menggunakan browser,1
browser secara,1
khusus php,1
php dirancang,1
membentuk web,1
web dinamis,1
dinamis artinya,1
artinya ia,1
ia dapat,1
membentuk satu,1
satu tampilan,1
tampilan berdasarkan,1
berdasarkan permintaan,1
permintaan terkini,1
terkini misalnya,1
misalnya dapat,1
dapat ditampilkan,1
ditampilkan isi,1
isi basis,1
data kehalaman,1
kehalaman web,1
prinsipnya php,1
php mempunyai,1
mempunyai fungsi,1
dengan skripskrip,1
skripskrip seperti,1
seperti asp,1
asp avtive,1
avtive server,1
server page,1
page cold,1
cold fusion,1
fusion ataupun,1
ataupun perl,1
perl kelahiran,1
kelahiran php,1
php bermula,1
bermula saat,1
saat rasmus,1
rasmus leedorf,1
leedorf membuat,1
membuat sejumlah,1
sejumlah skrip,1
skrip perl,1
perl yang,1
dapat mengamati,1
mengamati siapa,1
melihat lihat,1
lihat daftar,1
daftar riwayat,1
riwayat hidupnya,1
hidupnya yakni,1
1994 skripskrip,1
skripskrip ini,1
selanjutnya dikemas,1
dikemas sebagai,1
sebagai tool,1
tool yang,1
disebut personal,1
personal home,1
home page,1
page paket,1
paket inilah,1
menjadi cikalbakal,1
cikalbakal php,1
php pada,2
1995 leedorf,1
leedorf menciptakan,1
menciptakan phpfi,1
phpfi versi,1
versi pada,1
pada versi,1
versi inilah,1
inilah pemrograman,1
pemrograman dapat,1
dapat menempelkan,1
menempelkan kode,1
kode terstruktur,1
terstruktur di,1
dalam tag,1
tag html,1
html yang,1
menarik kode,1
kode php,1
php juga,1
bisa berkomunikasi,1
melakukan perhitungan,1
perhitungan perhitungan,1
perhitungan yang,1
kompleks sambil,1
sambil jalan,1
jalan skrip,1
skrip php,1
php berkedudukan,1
sebagai tag,1
tag dalam,1
bahasa html,1
html sebagaimana,1
sebagaimana diketahui,1
diketahui html,1
html hyper,1
hyper text,1
text markup,1
markup language,1
language adalah,1
adalah bahasa,3
bahasa standar,2
standar untuk,1
membuat halaman,1
halaman halaman,1
halaman web,2
web model,1
model kerja,1
kerja php,3
php diawali,1
permintaan suatu,1
suatu halaman,1
web oleh,1
browser berdasarkan,1
berdasarkan url,1
url uniform,1
uniform resource,1
resource locator,1
locator atau,1
sebutan alamat,1
alamat internet,1
internet browser,1
browser mendapatkan,1
mendapatkan alamat,1
alamat dari,1
dari web,1
web server,4
server mengidentifikasi,1
mengidentifikasi halaman,1
halaman yang,1
dikehendaki dan,1
dan menyampaikan,1
menyampaikan segala,1
segala informasi,1
oleh web,1
server selanjutnya,2
selanjutnya web,1
server akan,1
akan mencarikan,1
mencarikan berkas,1
berkas yang,1
diminta dan,1
dan isinya,1
isinya segera,1
segera dikirim,1
dikirim kemesin,1
kemesin php,1
php dan,2
dan mesin,1
mesin inilah,1
memberikan hasilnya,1
hasilnya berupa,1
kode html,1
html ke,1
selanjutnya wb,1
wb server,1
server menyampaikan,1
menyampaikan ke,1
ke klien,1
klien gambar,1
berikut menunjukkan,1
menunjukkan skema,1
skema konsep,2
konsep kerja,2
php gambar,1
1 skema,1
php 35,1
35 mysql,1
mysql menurut,1
menurut priyanto,1
priyanto hidayatullah,1
hidayatullah at,1
at al,1
al 2015180,1
2015180 menyatakan,1
bahwa mysql,1
mysql adalah,1
satu aplikasi,1
aplikasi dbms,1
dbms yang,1
para pemrograman,1
pemrograman aplikasi,1
pada mysql,1
mysql sebuah,1
sebuah database,1
database mengandung,1
atau sejumlah,1
sejumlah table,1
table tabel,1
tabel terdiri,1
sejumlah jbi,1
26865319 5,1
5 baris,1
baris dan,3
setiap baris,1
baris mengandung,1
atau beberapa,1
beberapa kolom,1
kolom sql,1
sql adalah,2
data relasional,1
relasional dan,1
banyak aplikasi,1
atau tool,1
tool untuk,1
untuk beriteraksi,1
beriteraksi dengan,1
dengan server,1
server basis,1
data sql,1
yang fungsional,1
fungsional yang,1
mengenal iterasi,1
iterasi dan,1
tidak bersifat,1
bersifat procedural,1
procedural sql,1
sql menggunakan,1
menggunakan perintahperintah,1
perintahperintah dengan,1
katakata sederhana,1
dan mirip,1
bahasa manusia,1
manusia seharihari,1
seharihari kategori,1
kategori dasar,1
dari perintahperintah,1
perintahperintah yang,1
dalam sql,1
sql untuk,1
macam fungsi,1
fungsi ada,1
lima yaitu,1
data definition,1
definition language,1
language 2,1
2 data,1
data manipulation,1
manipulation language,1
language 3,1
data query,1
query language,2
language 4,1
4 data,1
data administration,1
administration commands,1
commands 5,1
5 transactional,1
transactional control,1
control commands,1
commands fungsi,1
dilakukan termasuk,1
termasuk membangun,1
membangun objek,1
objek basis,1
data memanipulasi,1
memanipulasi objek,1
objek mempopulasikan,1
mempopulasikan table,1
table basis,1
data memperbarui,1
memperbarui data,1
dalam table,1
table menghapus,1
data melakukan,1
melakukan query,1
query basis,1
data mengontrol,1
mengontrol akses,1
akses basis,1
melakukan administrasi,1
administrasi basis,1
data sercara,1
sercara keseluruhan,1
keseluruhan langkah,1
melakukan koneksi,1
koneksi kebasis,3
kebasis data,3
digunakan membuat,1
merupakan keharusan,1
keharusan agar,1
agar pemrogram,1
pemrogram dapat,1
halhal lain,1
data seperti,1
seperti menambah,1
menambah data,1
data mengoreksi,1
mengoreksi data,1
dan menghapus,1
data php,1
php tidak,1
tidak menyediakan,1
menyediakan fungsi,1
fungsi khusus,1
operasi data,1
sehingga yang,1
adalah sintakssintaks,1
sintakssintaks sql,1
sql structured,1
structured query,1
language tahapan,1
tahapan untuk,1
melakukan operasioperasi,1
operasioperasi data,1
1 koneksi,1
2 permintaan,1
permintaan query,1
query data,1
data operasi,1
operasi 3,1
3 pemutusan,1
pemutusan koneksi,1
koneksi mysql,1
mysql sangat,1
populer dikalangan,1
dikalangan developer,1
developer atau,1
pengembang perangkat,1
lunak karena,1
karena mysql,1
mysql merupakan,1
database server,3
yang gratis,1
gratis dan,1
cepat banyak,1
sekali developerdeveloper,1
developerdeveloper organisasi,1
organisasi atau,1
atau perusahaanperusahaan,1
perusahaanperusahaan didunia,1
didunia yang,1
menggunakan mysql,1
mysql sebagai,2
server pada,1
atau aplikasiaplikasi,1
aplikasiaplikasi yang,1
dikembangkan dukungan,1
perusahaan serta,1
serta komunitas,1
komunitas yang,1
memadai menjadikan,1
menjadikan mysql,1
server paling,1
paling disukai,1
disukai dan,1
dan termasuk,1
kategori basis,1
cepat serta,1
serta handal,1
handal sampai,1
dengan saat,2
ini 36,1
36 localhost,1
localhost localhost,1
localhost adalah,1
nama standart,1
standart yang,1
sebagai alamat,1
alamat loopbeck,1
loopbeck network,1
network interface,1
interface localhost,1
localhost digunakan,1
untuk mengantarkan,1
mengantarkan web,1
web browser,1
pada http,1
http server,1
yang terinstal,1
terinstal dikomputer,1
dikomputer local,1
local fungsi,1
fungsi localhost,1
localhost yaitu,1
untuk menjadikan,1
menjadikan server,1
server local,1
local agar,1
atau mengolah,1
mengolah database,1
menggunakan phpmyadmin,1
phpmyadmin dengan,1
pemrograman seperti,1
seperti html,1
html css,1
css java,1
java script,1
script dan,1
dan php,1
pada localhost,1
localhost dapat,1
membuat domain,1
domain virtual,1
virtual sendiri,1
dengan alamat,1
alamat default,1
default 127001,1
127001 sebagai,1
sebagai default,1
default localhost,1
localhost 37,1
37 analisis,1
berjalan aliran,1
aliran sistem,3
berjalan bertujuan,1
mengetahui bagaimana,1
bagaimana terjadinya,1
proses kegiatan,1
kegiatan dalam,1
dalam operasional,1
ada serta,1
serta kelemahan,1
kelemahan kelemahan,1
berjalan sekarang,1
jika pada,1
berjalan terdapat,1
terdapat kekurangan,1
kekurangan maka,1
dapat disempurnakan,1
disempurnakan dengan,1
baru adapun,1
adapun kegiatannya,1
kegiatannya adalah,1
1 customer,1
customer memesan,1
memesan barang,1
barang ke,1
88 dengan,1
mengirimkan purchase,1
purchase order,1
order po,1
po ke,1
ke bagian,2
bagian purchasing,1
purchasing and,1
and planner,1
planner control,1
control ppc,1
ppc 2,1
bagian ppc,2
ppc mengecek,1
mengecek po,1
po dan,1
membuat surat,1
surat permintaan,1
permintaan barang,1
barang kepada,1
kepada bagian,1
bagian store,4
store issn,1
26865319 6,1
6 3,1
store mengecek,1
mengecek persediaan,1
persediaan barang,1
barang kemudian,1
kemudian membuat,1
membuat daftar,1
daftar pengiriman,1
pengiriman barang,1
barang delivery,1
delivery order,1
order do,1
do yang,2
yang dipesan,1
dipesan untuk,1
untuk proses,2
proses pengantaran,1
pengantaran ke,1
ke customer,3
dalam 4,1
4 rangkap,1
rangkap do,1
sudah ditandatangani,1
ditandatangani oleh,1
oleh customer,3
customer untuk,2
untuk rangkap,1
rangkap kedua,1
kedua diberikan,1
customer 4,1
4 do,1
do rangkap,3
rangkap pertama,1
pertama diserahkan,1
diserahkan ke,1
bagian keuangan,1
pembuatan faktur,1
faktur penjualan,1
penjualan untuk,1
untuk penagihan,1
penagihan ke,1
customer 5,1
5 bagian,1
ppc menerima,1
menerima do,1
rangkap ketiga,1
ketiga untuk,1
ke pimpinan,2
pimpinan untuk,1
di arsip,1
arsip 6,1
6 do,1
rangkap keempat,1
keempat diarsip,1
diarsip oleh,1
oleh bagian,1
store kemudian,1
store membuat,1
laporan customer,1
customer dan,1
dan laporan,1
laporan stock,1
stock barang,1
barang untuk,1
untuk diberikan,1
pimpinan aliran,1
informasi toko,1
88 yang,1
2 aliran,1
berjalan 38,1
38 context,1
context diagram,6
diagram context,1
diagram adalah,1
adalah gambaran,1
gambaran sistem,1
logika gambaran,1
gambaran ini,1
tidak tergantung,1
pada perangkat,1
keras perangkat,1
lunak atau,1
organisasi file,1
file suatu,1
suatu context,1
diagram selalu,1
selalu mengandung,1
proses saja,1
saja diberi,1
diberi nomor,1
nomor proses,1
proses 0,1
0 proses,1
ini mewakili,1
mewakili proses,1
dari jbi,1
26865319 7,1
7 keseluruhan,1
sistem context,1
diagram menggambarkan,1
hubungan inputoutput,1
inputoutput antara,1
antara sistem,1
dunia luarnya,1
luarnya gambar,1
3 context,1
diagram dalam,1
dalam context,1
diagram pada,1
gambar 43,1
43 dijelaskan,1
bahwa admin,1
admin website,1
website memberikan,1
masukan atau,1
atau input,1
sistem ecommerce,3
ecommerce berupa,1
berupa datadata,1
dengan jual,1
beli toko,1
toko ataupun,1
ataupun produk,1
produk datadata,1
dimasukkan seperti,1
data kategori,1
kategori produk,2
produk data,2
data produk,1
data shipping,1
shipping rate,1
rate dari,1
hasil masukan,1
masukan admin,1
admin customer,1
customer user,1
user memperoleh,1
seperti list,1
list kategori,1
dan list,1
list produk,1
produk daftardaftar,1
daftardaftar tersebut,1
tersebut dijadikan,1
dijadikan panduan,1
panduan oleh,1
untuk pemesanan,1
pemesanan produk,5
produk serta,1
melakukan registrasi,1
registrasi untuk,1
mendapatkan akun,1
akun sebagai,1
sebagai user,1
user registrasi,1
registrasi dan,1
dan pemesanan,2
dilakukan customer,1
customer masuk,1
ecommerce yang,2
kemudian diterima,1
admin berupa,1
berupa list,1
list pemesanan,2
dan info,1
info tentang,1
tentang customer,1
customer dari,1
dari list,1
diterima admin,1
admin melakukan,1
melakukan konfirmasi,1
konfirmasi pesanan,1
pesanan yang,1
dikirim ke,1
customer 39,1
39 rancangan,1
rancangan database,1
database database,1
database merupakan,2
sebuah tempat,1
terstruktur agar,1
mudah database,1
awal pembuatan,1
pembuatan website,1
website termasuk,1
termasuk website,1
website penjualan,1
furniture pembuatan,1
pembuatan database,1
dan tabel,1
tabel mempergunakan,1
mempergunakan fasilitas,1
fasilitas xampp,1
xampp dan,1
dan phpmyadmin,1
phpmyadmin berikut,1
ini gambaran,1
gambaran isi,1
isi dari,1
masingmasing tabel,1
tabel user,2
user no,1
no field,6
field tipedata,6
tipedata width,6
width keterangan,6
keterangan 1,7
1 id_petugas,1
id_petugas int,1
int 11,8
11 id,2
id petugas,1
petugas 2,1
2 username,1
username varchar,1
varchar 35,6
35 nama,4
nama pengguna,2
pengguna 3,2
3 password,1
password varchar,1
sandi 4,1
4 level,1
level varchar,1
varchar 15,2
15 level,1
level user,1
user tabel,1
user 2,1
tabel data,9
data barang,2
barang no,1
1 id_brg,1
id_brg int,1
id barang,1
barang 2,1
2 nama_brg,1
nama_brg varchar,1
3 harga,1
harga int,1
11 harga,1
harga barang,1
barang issn,2
26865319 8,1
8 4,1
4 stock,1
stock int,1
11 stok,1
stok barang,1
barang 5,2
5 id_jenis_brg,1
id_jenis_brg varchar,1
varchar 4,1
4 id,1
id jenis,2
jenis barang,3
barang tabel,1
barang 3,2
pelanggan no,1
1 id_pelanggan,1
id_pelanggan varchar,2
varchar 10,1
10 id,1
id pelanggan,3
2 nama,1
nama varchar,1
nama pelanggan,2
3 alamat,1
alamat varchar,1
35 alamat,1
alamat pelanggan,2
3 no_telp,1
no_telp varchar,1
no telepon,2
telepon 4,1
4 email,1
email varchar,1
varchar 40,1
40 alamat,1
alamat email,1
email tabel,1
pelanggan 4,1
data transaksi,2
transaksi no,2
1 id_transaksi,1
id_transaksi varchar,2
varchar 8,5
8 id,3
id transaksi,1
transaksi 2,1
2 id_pelanggan,1
varchar 20,1
20 id,1
3 tanggal,1
tanggal date,1
date tanggal,1
tanggal beli,1
beli 3,1
3 total,1
total int,1
11 total,1
total harga,1
harga 4,1
4 diskon,1
diskon int,1
11 diskom,1
diskom barang,1
5 bayar,1
bayar int,1
11 bayar,1
bayar tabel,1
transaksi 5,1
data jenis,2
jenis no,1
1 id_jenis,1
id_jenis varchar,1
jenis 2,1
2 nama_jenis,1
nama_jenis varchar,1
nama jenis,1
jenis tabel,1
jenis 6,1
6 tabel,2
data detail,1
detail transaksi,1
1 id_detail_pelanggan,1
id_detail_pelanggan varchar,1
2 id_transaksi,1
8 nama,1
3 id_brg,1
id_brg varchar,1
8 alamat,1
3 jumlah_beli,1
jumlah_beli int,1
telepon jbi,1
26865319 9,1
4 subtotal,1
subtotal int,1
int 12,1
12 sub,1
sub total,1
total tabel,1
tabel transaksi,1
transaksi 310,1
310 rancangan,1
rancangan layout,1
layout a,1
a rancangan,1
rancangan halaman,7
login b,1
b rancangan,1
halaman beranda,4
beranda gambar,2
5 rancangan,1
beranda c,1
c rancangan,1
rancangan menu,1
input barang,4
barang gambar,4
6 rancangan,1
barang d,1
d rancangan,1
rancangan input,2
input data,2
pelanggan issn,1
26865319 10,1
7 rancangan,1
pelanggan e,1
e rancangan,1
halaman transaksi,2
transaksi gambar,1
8 rancangan,1
transaksi jbi,1
26865319 11,1
11 311,1
311 hasil,1
implementasi berikut,1
berikut disampaikan,1
disampaikan hasil,1
hasil output,1
sudah dirancang,2
sebelumnya 1,1
1 halaman,1
9 halaman,1
beranda 2,1
tampilan jenis,1
10 halaman,1
halaman jenis,1
menu barang,2
11 halaman,1
26865319 12,1
12 4,1
12 halaman,1
barang 4,1
kesimpulan sistem,1
penjualan dibuat,1
dan database,1
database mysql,1
mysql pembuatan,1
pembuatan dilakukan,1
tahap studi,1
studi kelayakan,2
kelayakan analisa,1
sistem perencanaan,1
perencanaan perancangan,1
implementasi studi,1
kelayakan yaitu,1
yaitu kajian,1
yang hasilnya,2
hasilnya digunakan,1
keputusan suatu,1
suatu proyek,1
dijalankan analisa,1
yaitu fase,1
fase pengembangan,1
dengan mempelajari,1
mempelajari sistem,1
kerja perencanaan,1
perencanaan yaitu,1
yaitu proses,1
proses membuat,1
membuat perencanaan,1
perencanaan dalam,1
perancangan yaitu,1
tahap membangun,1
membangun gambaran,1
gambaran pada,1
pada perencanaan,1
perencanaan implementasi,1
implementasi yaitu,1
tahap penerapan,1
sistem agar,2
siap dioperasikan,1
dioperasikan hasil,1
ini berupan,1
berupan sebuah,1
web penjualan,1
furniture dapat,1
informasi produk,1
produk terbaru,1
terbaru kepada,1
masyarakat 5,1
5 saran,1
berdasarkan kesimpulan,1
dari software,1
software penjualan,1
penjualan baju,1
baju online,1
dapat disarankan,1
disarankan halhal,1
halhal berikut,1
ini 1,1
penjualan firniture,1
firniture pada,1
88 dapat,1
dikembangkan lagi,1
2 sebaiknya,1
sebaiknya sistem,1
ini dilengkapi,1
dengan fasilitas,2
fasilitas member,1
member dan,1
dan non,1
non member,1
member sehingga,1
proses pengarsipan,1
pengarsipan tentang,1
data customer,1
customer daftar,1
1 deddy,1
deddy ackbar,1
ackbar rianto,1
rianto setiawan,1
setiawan assegaf,1
assegaf erik,1
erik fernando,1
fernando 2015,1
perancangan aplikasi,1
geografis sig,1
sig lokasi,1
lokasi minimarket,1
minimarket di,1
jambi berbasis,1
android jurnal,1
no2 oktober,1
2015 issn,1
issn 19788126,1
19788126 2,1
2 romney,1
romney marshall,1
marshall b,1
b dan,1
dan steinbart,1
steinbart 2015,1
2015 sistem,2
akuntansi edisi,1
edisi 13,1
13 alihbahasa,1
alihbahasa kikin,1
kikin sakinah,1
sakinah nur,1
nur safira,1
safira dan,1
dan novita,1
novita puspasari,1
puspasari salemba,1
jakarta 3,1
3 aji,1
aji sapto,1
sapto dkk,1
2014 rancang,1
bangun sistem,1
sistem disposisi,1
disposisi surat,1
surat berbasis,1
web studi,2
kasus kementerian,1
kementerian pekerjaan,1
pekerjaan umum,1
umum indonesian,1
security jbi,1
26865319 13,1
13 vol,1
3 nomor,1
nomor 3,1
3 2532,1
2532 4,1
4 jatmiko,1
jatmiko nurbo,1
nurbo dkk,1
2010 analisa,1
analisa dan,1
dalam layanan,1
layanan penjualan,1
pada mall,1
mall puri,1
puri indah,1
indah seminar,1
nasional aplikasi,1
aplikasi teknologi,1
informasi 2010,1
2010 snati,1
snati 2010,1
2010 b1b6,1
b1b6 5,1
5 jogiyanto,1
jogiyanto hm,1
hm 2005,1
2005 analisis,1
desain sistem,1
informasi yogyakarta,2
yogyakarta penerbit,2
andi junianto,1
junianto erfian,1
erfian yusa,1
yusa primaesha,1
primaesha 2015,1
sistem tracking,1
tracking invoice,1
invoice laboraturium,1
laboraturium pada,1
pt sucufindo,1
